GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,7979795 [6936031–9096299],7979794.81300,6936031.00000,9096299.00000,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,612 [488–732],611.78168,488.00748,731.63367,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,846 [675–1012],846.43591,675.18695,1012.25806,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,601 [394–835],600.76324,393.93359,835.21887,,,
WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,31872,31872.00000,,,,,
WSH_10_WAT,Number of diarrhoea deaths from inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,77919,77918.50646,,,,,
WSH_10_WAT,Number of diarrhoea deaths from inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,35148,35148.00000,,,,,
WSH_30_WAT,Number of diarrhoea DALYs from inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,3267 192,3267191.79000,,,,,
WSH_20_WAT,Attributable fraction of diarrhoea to inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5282,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,0.34 [0.13-0.47],0.34000,0.13000,0.47000,,,
WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,1 156 437,1156437.17300,,,,,
WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,243551 [176354-303013],243551.29150,176354.20780,303013.00710,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,5 792 244,5792243.96500,,,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,824 231,824231.00680,,,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,1 692 093,1692092.67200,,,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,4 174 923,4174923.24200,,,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE000,Total,,18141373 [16347668-20100820],18141373.00000,16347668.00000,20100820.00000,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,25,25.44596,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,29,29.46557,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,44,44.43902,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,49,48.97566,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,79,79.02380,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,92,91.80497,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,81,81.18413,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,79,78.78124,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,93,92.63595,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,82,81.75815,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,93,93.47024,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,85,84.78616,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,94,94.30785,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,89,89.40462,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,88,87.86526,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,92,91.85928,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,91,90.99546,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,7,6.67012,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,11,11.41404,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,16,15.83292,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,27,27.21346,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,32,31.89218,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,50,50.49347,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,21,21.26775,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,54,54.45433,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,29,28.78197,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,23,23.33064,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,58,58.44931,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,32,32.05888,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,62,62.47839,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,41,40.99519,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,67,66.54159,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,54,54.34515,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,50,50.13958,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,90,90.17486,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,67,66.98652,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,81,80.67560,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,59,58.53810,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,71,71.17635,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,18,17.69409,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,50,50.19132,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,14,13.81223,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,42,41.95000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,10,9.93037,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,34,33.79536,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,40,39.51215,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,6,6.04850,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,59,59.06360,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,49,49.32272,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,59,59.42246,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,49,49.32272,,,,,
WSH_6,"Water, sanitation and hygiene attributable DALYs ('000) in children under 5 years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,,,,14210426,14210426.00000,,,,,
WSH_7,"Water, sanitation and hygiene attributable DALYs per 100'000 capita",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,,,,1381,1381.06000,,,,,
WSH_8,"Water, sanitation and hygiene  attributable DALYs per 100'000 children under 5 years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,,,,11115,11114.51000,,,,,
