GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,280,280.00000,,,,,
SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,609,609.00000,,,,,
SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,438,438.00000,,,,,
SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,1620,1620.00000,,,,,
SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,1931,1931.00000,,,,,
SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,2233,2233.00000,,,,,
SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,19.2,19.20000,,,,,
SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,14.6,14.60000,,,,,
SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,23.8,23.80000,,,,,
SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,357,357.00000,,,,,
SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,303,303.00000,,,,,
SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,247,247.00000,,,,,
SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,212,212.00000,,,,,
SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,146,146.00000,,,,,
SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,78,78.00000,,,,,
SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,84,84.00000,,,,,
SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,98,98.00000,,,,,
SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,91,91.00000,,,,,
SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,1061,1061.00000,,,,,
SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,1162,1162.00000,,,,,
SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,952,952.00000,,,,,
SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,123,123.00000,,,,,
SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,147,147.00000,,,,,
SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,168,168.00000,,,,,
SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,320,320.00000,,,,,
SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,604,604.00000,,,,,
SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,866,866.00000,,,,,
SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,543,543.00000,,,,,
SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,488,488.00000,,,,,
SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,429,429.00000,,,,,
SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,1009,1009.00000,,,,,
SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,933,933.00000,,,,,
SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,1092,1092.00000,,,,,
SA_0000001417,"Alcohol, patterns of drinking score",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/461,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,,,,,,,3- medium risky,,,,,,
SA_0000001402,"Alcohol, estimate of five-year change in recorded per capita (15+) consumption 2006-2010",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/463,PUBLISHED,Published,,2006-2010,2006-2010,,SEAR,South-East Asia,,,2006,2010,,,IND,India,,,,,,,,,,,increase,,,,,,
SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003-2005,2003-2005,,SEAR,South-East Asia,,,2003,2005,,,IND,India,,,,,,,,,,,1.6,1.60000,,,,,
SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008-2010,2008-2010,,SEAR,South-East Asia,,,2008,2010,,,IND,India,,,,,,,,,,,2.2,2.20000,,,,,
SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2008-2010,2008-2010,,SEAR,South-East Asia,,,2008,2010,,,IND,India,,MLE,Male,,,,,,,,8.0,8.00000,,,,,
SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2008-2010,2008-2010,,SEAR,South-East Asia,,,2008,2010,,,IND,India,,FMLE,Female,,,,,,,,0.5,0.50000,,,,,
SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2003-2005,2003-2005,,SEAR,South-East Asia,,,2003,2005,,,IND,India,,BTSX,Both sexes,,,,,,,,3.6,3.60000,,,,,
SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2008-2010,2008-2010,,SEAR,South-East Asia,,,2008,2010,,,IND,India,,BTSX,Both sexes,,,,,,,,4.3,4.30000,,,,,
SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IND,India,,,,,,,,,,,2.0,2.00000,,,,,
SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,,,,,,,2.2,2.20000,,,,,
SA_0000001405,"Alcohol, tourist consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2322,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,,,,,,,,,,,,,missing data
SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IND,India,,,,,,,,,,,1.9,1.90000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1967,1967,,SEAR,South-East Asia,,,1967,1967,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,0.69,0.69000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1985,1985,,SEAR,South-East Asia,,,1985,1985,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1981,1981,,SEAR,South-East Asia,,,1981,1981,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1971,1971,,SEAR,South-East Asia,,,1971,1971,,,IND,India,,,,,SA_TOTAL,All types,,,,,0.93,0.93000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,,1989,1989,,,IND,India,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1975,1975,,SEAR,South-East Asia,,,1975,1975,,,IND,India,,,,,SA_TOTAL,All types,,,,,0.98,0.98000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1970,1970,,SEAR,South-East Asia,,,1970,1970,,,IND,India,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,,1996,1996,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1976,1976,,SEAR,South-East Asia,,,1976,1976,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,,1996,1996,,,IND,India,,,,,SA_TOTAL,All types,,,,,1.91,1.91000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1974,1974,,SEAR,South-East Asia,,,1974,1974,,,IND,India,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1966,1966,,SEAR,South-East Asia,,,1966,1966,,,IND,India,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1963,1963,,SEAR,South-East Asia,,,1963,1963,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,0.60,0.60000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,,1996,1996,,,IND,India,,,,,SA_BEER,Beer,,,,,0.03,0.03000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1962,1962,,SEAR,South-East Asia,,,1962,1962,,,IND,India,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1979,1979,,SEAR,South-East Asia,,,1979,1979,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,1.06,1.06000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1963,1963,,SEAR,South-East Asia,,,1963,1963,,,IND,India,,,,,SA_TOTAL,All types,,,,,0.60,0.60000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1981,1981,,SEAR,South-East Asia,,,1981,1981,,,IND,India,,,,,SA_TOTAL,All types,,,,,1.10,1.10000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1964,1964,,SEAR,South-East Asia,,,1964,1964,,,IND,India,,,,,SA_BEER,Beer,,,,,0,0.00000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1967,1967,,SEAR,South-East Asia,,,1967,1967,,,IND,India,,,,,SA_TOTAL,All types,,,,,0.69,0.69000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1975,1975,,SEAR,South-East Asia,,,1975,1975,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,0.97,0.97000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,,1995,1995,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,1.81,1.81000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1976,1976,,SEAR,South-East Asia,,,1976,1976,,,IND,India,,,,,SA_BEER,Beer,,,,,0.01,0.01000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,,1997,1997,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,1.51,1.51000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,,1992,1992,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1979,1979,,SEAR,South-East Asia,,,1979,1979,,,IND,India,,,,,SA_TOTAL,All types,,,,,1.08,1.08000,,,,,
